"occurrenceStatus","geometry"
"PRESENT",c(-80.173467, 25.355283)
"PRESENT",c(-80.173867, 25.354917)
"PRESENT",c(-80.178967, 25.352783)
"PRESENT",c(-80.201667, 25.34)
"PRESENT",c(-80.201817, 25.3398)
"PRESENT",c(-80.168967, 25.463783)
"PRESENT",c(-80.1785, 25.353083)
"PRESENT",c(-80.168683, 25.464183)
"PRESENT",c(-80.1771, 25.446433)
"PRESENT",c(-80.176633, 25.444917)
"PRESENT",c(-80.17695, 25.44605)
"PRESENT",c(-80.196583, 25.4073)
"PRESENT",c(-80.1769, 25.444567)
"PRESENT",c(-80.196433, 25.407433)
"PRESENT",c(-82.930783, 24.641833)
"PRESENT",c(-82.930517, 24.64195)
"PRESENT",c(-82.930783, 24.643)
"PRESENT",c(-82.96005, 24.595617)
"PRESENT",c(-82.919117, 24.588067)
"PRESENT",c(-82.959783, 24.595583)
"PRESENT",c(-82.960233, 24.596)
"PRESENT",c(-82.960183, 24.595883)
"PRESENT",c(-82.930917, 24.642883)
"PRESENT",c(-82.91915, 24.586633)
"PRESENT",c(-82.919233, 24.58795)
"PRESENT",c(-82.91915, 24.586217)
"PRESENT",c(-82.9261, 24.577917)
"PRESENT",c(-82.928017, 24.56855)
"PRESENT",c(-82.928233, 24.56625)
"PRESENT",c(-82.927633, 24.568783)
"PRESENT",c(-82.926017, 24.57535)
"PRESENT",c(-82.926017, 24.577983)
"PRESENT",c(-82.9261, 24.574217)
"PRESENT",c(-82.928133, 24.5662)
"PRESENT",c(-82.940817, 24.561667)
"PRESENT",c(-82.920567, 24.558183)
"PRESENT",c(-82.92205, 24.556867)
"PRESENT",c(-82.955183, 24.564667)
"PRESENT",c(-82.940983, 24.56565)
"PRESENT",c(-82.920417, 24.558183)
"PRESENT",c(-82.922, 24.557)
"PRESENT",c(-82.955333, 24.564817)
"PRESENT",c(-82.940783, 24.565667)
"PRESENT",c(-82.9406, 24.56175)
"PRESENT",c(-82.9562, 24.566017)
"PRESENT",c(-82.953483, 24.611167)
"PRESENT",c(-82.956333, 24.566167)
"PRESENT",c(-82.953617, 24.6113)
"PRESENT",c(-82.955683, 24.614317)
"PRESENT",c(-82.955317, 24.60645)
"PRESENT",c(-82.963683, 24.61275)
"PRESENT",c(-82.95575, 24.6144)
"PRESENT",c(-82.968517, 24.613933)
"PRESENT",c(-82.968483, 24.6141)
"PRESENT",c(-82.9574, 24.60795)
"PRESENT",c(-82.954983, 24.6062)
"PRESENT",c(-82.963683, 24.612833)
"PRESENT",c(-82.9423, 24.595717)
"PRESENT",c(-82.959817, 24.5947)
"PRESENT",c(-82.9596, 24.594633)
"PRESENT",c(-82.957467, 24.60815)
"PRESENT",c(-82.942417, 24.595617)
"PRESENT",c(-82.96165, 24.593683)
"PRESENT",c(-82.9462, 24.599017)
"PRESENT",c(-82.9646, 24.578967)
"PRESENT",c(-82.962083, 24.593617)
"PRESENT",c(-82.946, 24.598917)
"PRESENT",c(-82.964517, 24.578783)
"PRESENT",c(-82.9673, 24.578683)
"PRESENT",c(-82.968733, 24.57125)
"PRESENT",c(-82.994, 24.58935)
"PRESENT",c(-82.96855, 24.570883)
"PRESENT",c(-82.97015, 24.571)
"PRESENT",c(-82.996, 24.604583)
"PRESENT",c(-82.970383, 24.57095)
"PRESENT",c(-82.993233, 24.6062)
"PRESENT",c(-82.995217, 24.591483)
"PRESENT",c(-82.9952, 24.591717)
"PRESENT",c(-82.929367, 24.664383)
"PRESENT",c(-82.92905, 24.664367)
"PRESENT",c(-82.937667, 24.66035)
"PRESENT",c(-82.934833, 24.66135)
"PRESENT",c(-82.937783, 24.66025)
"PRESENT",c(-82.995817, 24.60495)
"PRESENT",c(-82.993317, 24.605967)
"PRESENT",c(-82.934917, 24.661517)
"PRESENT",c(-82.92295, 24.6779)
"PRESENT",c(-82.922867, 24.672)
"PRESENT",c(-82.9226, 24.672083)
"PRESENT",c(-82.922933, 24.6778)
"PRESENT",c(-82.924967, 24.670767)
"PRESENT",c(-82.9277, 24.669133)
"PRESENT",c(-82.925167, 24.670983)
"PRESENT",c(-82.9356, 24.66115)
"PRESENT",c(-82.93755, 24.660467)
"PRESENT",c(-82.927667, 24.669)
"PRESENT",c(-82.937717, 24.6604)
"PRESENT",c(-82.961367, 24.639917)
"PRESENT",c(-82.9354, 24.661133)
"PRESENT",c(-82.96185, 24.641917)
"PRESENT",c(-82.968617, 24.638683)
"PRESENT",c(-82.96135, 24.640133)
"PRESENT",c(-82.961983, 24.641717)
"PRESENT",c(-82.969067, 24.639367)
"PRESENT",c(-82.9481, 24.5483)
"PRESENT",c(-82.948, 24.5484)
"PRESENT",c(-82.8957, 24.62895)
"PRESENT",c(-82.895633, 24.62875)
"PRESENT",c(-82.950217, 24.546967)
"PRESENT",c(-82.950217, 24.547217)
"PRESENT",c(-82.884133, 24.6306)
"PRESENT",c(-82.893767, 24.628617)
"PRESENT",c(-82.893667, 24.628417)
"PRESENT",c(-82.886083, 24.631967)
"PRESENT",c(-82.884433, 24.630733)
"PRESENT",c(-82.885883, 24.6321)
"PRESENT",c(-82.892967, 24.647983)
"PRESENT",c(-82.92695, 24.6568)
"PRESENT",c(-82.927267, 24.656667)
"PRESENT",c(-82.894367, 24.68405)
"PRESENT",c(-82.897167, 24.6858)
"PRESENT",c(-82.893283, 24.648017)
"PRESENT",c(-82.8843, 24.683433)
"PRESENT",c(-82.896883, 24.6859)
"PRESENT",c(-82.9058, 24.696667)
"PRESENT",c(-82.883917, 24.683517)
"PRESENT",c(-82.881983, 24.68595)
"PRESENT",c(-82.894217, 24.684167)
"PRESENT",c(-82.882083, 24.685967)
"PRESENT",c(-83.023967, 24.661017)
"PRESENT",c(-82.905717, 24.696933)
"PRESENT",c(-82.906233, 24.697083)
"PRESENT",c(-83.0213, 24.660533)
"PRESENT",c(-83.024083, 24.66075)
"PRESENT",c(-82.9064, 24.697133)
"PRESENT",c(-83.005217, 24.660367)
"PRESENT",c(-83.005433, 24.66025)
"PRESENT",c(-83.0089, 24.659617)
"PRESENT",c(-83.009417, 24.662683)
"PRESENT",c(-83.0212, 24.660767)
"PRESENT",c(-83.00925, 24.659267)
"PRESENT",c(-83.008583, 24.662567)
"PRESENT",c(-83.080033, 24.61655)
"PRESENT",c(-82.999967, 24.667633)
"PRESENT",c(-83.053633, 24.636983)
"PRESENT",c(-82.999917, 24.667767)
"PRESENT",c(-83.05845, 24.63725)
"PRESENT",c(-83.053617, 24.637133)
"PRESENT",c(-83.0802, 24.61675)
"PRESENT",c(-83.079183, 24.617683)
"PRESENT",c(-83.058783, 24.637817)
"PRESENT",c(-83.080483, 24.6179)
"PRESENT",c(-83.080483, 24.617917)
"PRESENT",c(-83.076267, 24.61665)
"PRESENT",c(-83.079017, 24.617633)
"PRESENT",c(-83.076033, 24.616567)
"PRESENT",c(-83.06, 24.600233)
"PRESENT",c(-83.060183, 24.599783)
"PRESENT",c(-83.055717, 24.599967)
"PRESENT",c(-83.0362, 24.6117)
"PRESENT",c(-83.055617, 24.599933)
"PRESENT",c(-83.038233, 24.60825)
"PRESENT",c(-83.0384, 24.607883)
"PRESENT",c(-83.037267, 24.615483)
"PRESENT",c(-83.03625, 24.61155)
"PRESENT",c(-83.037433, 24.615883)
"PRESENT",c(-83.06445, 24.605917)
"PRESENT",c(-83.057017, 24.612133)
"PRESENT",c(-83.0646, 24.605983)
"PRESENT",c(-83.05715, 24.612)
"PRESENT",c(-83.059083, 24.610317)
"PRESENT",c(-83.080783, 24.5792)
"PRESENT",c(-83.059417, 24.610667)
"PRESENT",c(-83.081017, 24.5789)
"PRESENT",c(-83.073117, 24.57525)
"PRESENT",c(-83.0554, 24.677983)
"PRESENT",c(-83.07305, 24.575383)
"PRESENT",c(-83.063083, 24.678367)
"PRESENT",c(-83.0615, 24.677717)
"PRESENT",c(-83.06275, 24.6781)
"PRESENT",c(-83.055317, 24.678317)
"PRESENT",c(-83.06095, 24.677717)
"PRESENT",c(-83.0742, 24.68455)
"PRESENT",c(-83.045617, 24.68905)
"PRESENT",c(-83.07425, 24.684633)
"PRESENT",c(-83.035283, 24.688833)
"PRESENT",c(-83.031617, 24.6909)
"PRESENT",c(-83.04555, 24.689217)
"PRESENT",c(-83.035283, 24.688833)
"PRESENT",c(-83.032067, 24.690967)
"PRESENT",c(-83.043967, 24.69835)
"PRESENT",c(-83.0534, 24.695883)
"PRESENT",c(-83.04885, 24.696067)
"PRESENT",c(-83.044083, 24.698367)
"PRESENT",c(-83.0487, 24.696033)
"PRESENT",c(-83.06095, 24.694417)
"PRESENT",c(-83.06115, 24.694517)
"PRESENT",c(-83.053033, 24.695967)
"PRESENT",c(-83.058783, 24.69765)
"PRESENT",c(-83.058833, 24.697583)
"PRESENT",c(-83.049033, 24.7087)
"PRESENT",c(-83.045267, 24.7107)
"PRESENT",c(-83.049217, 24.708617)
"PRESENT",c(-83.0455, 24.71075)
"PRESENT",c(-83.040517, 24.709017)
"PRESENT",c(-83.018017, 24.678433)
"PRESENT",c(-83.040617, 24.709083)
"PRESENT",c(-83.0208, 24.702533)
"PRESENT",c(-83.0209, 24.702433)
"PRESENT",c(-83.018017, 24.678433)
"PRESENT",c(-83.017917, 24.678083)
"PRESENT",c(-83.017917, 24.679233)
"PRESENT",c(-83.012183, 24.682267)
"PRESENT",c(-82.99695, 24.695517)
"PRESENT",c(-83.013417, 24.683333)
"PRESENT",c(-83.013217, 24.683517)
"PRESENT",c(-83.012317, 24.6824)
"PRESENT",c(-83.011833, 24.684583)
"PRESENT",c(-83.0084, 24.684533)
"PRESENT",c(-82.982367, 24.69645)
"PRESENT",c(-83.011983, 24.684417)
"PRESENT",c(-83.008367, 24.6849)
"PRESENT",c(-82.9972, 24.695667)
"PRESENT",c(-82.991667, 24.69665)
"PRESENT",c(-82.991733, 24.6965)
"PRESENT",c(-82.982333, 24.696283)
"PRESENT",c(-82.980183, 24.697367)
"PRESENT",c(-82.9858, 24.70745)
"PRESENT",c(-82.980117, 24.697183)
"PRESENT",c(-82.98215, 24.724333)
"PRESENT",c(-82.979317, 24.72295)
"PRESENT",c(-82.9781, 24.721083)
"PRESENT",c(-82.985667, 24.707333)
"PRESENT",c(-82.9794, 24.722717)
"PRESENT",c(-82.982, 24.72435)
"PRESENT",c(-82.9785, 24.707)
"PRESENT",c(-82.977917, 24.721133)
"PRESENT",c(-82.96815, 24.701167)
"PRESENT",c(-82.8277, 24.7199)
"PRESENT",c(-82.968017, 24.70125)
"PRESENT",c(-82.978617, 24.706883)
"PRESENT",c(-82.822567, 24.721433)
"PRESENT",c(-82.827883, 24.719967)
"PRESENT",c(-82.828167, 24.722217)
"PRESENT",c(-82.822817, 24.72145)
"PRESENT",c(-82.82825, 24.722433)
"PRESENT",c(-82.820183, 24.72155)
"PRESENT",c(-82.820083, 24.72145)
"PRESENT",c(-82.814567, 24.726633)
"PRESENT",c(-82.81435, 24.72675)
"PRESENT",c(-82.813833, 24.725483)
"PRESENT",c(-82.81415, 24.72525)
"PRESENT",c(-82.810133, 24.722533)
"PRESENT",c(-82.80705, 24.721867)
"PRESENT",c(-82.806767, 24.7218)
"PRESENT",c(-82.81705, 24.72485)
"PRESENT",c(-82.810283, 24.722417)
"PRESENT",c(-82.8172, 24.724867)
"PRESENT",c(-82.802633, 24.72145)
"PRESENT",c(-82.802467, 24.72125)
"PRESENT",c(-82.798683, 24.725133)
"PRESENT",c(-82.798667, 24.7253)
"PRESENT",c(-82.804317, 24.72495)
"PRESENT",c(-82.808517, 24.728933)
"PRESENT",c(-82.804217, 24.7248)
"PRESENT",c(-82.809933, 24.727067)
"PRESENT",c(-82.80865, 24.728767)
"PRESENT",c(-82.810067, 24.724433)
"PRESENT",c(-82.810033, 24.7272)
"PRESENT",c(-82.796333, 24.73055)
"PRESENT",c(-82.810433, 24.724567)
"PRESENT",c(-82.79655, 24.7305)
"PRESENT",c(-82.809683, 24.7284)
"PRESENT",c(-82.809617, 24.728533)
"PRESENT",c(-82.792267, 24.73415)
"PRESENT",c(-82.7924, 24.73425)
"PRESENT",c(-82.796, 24.7306)
"PRESENT",c(-82.795983, 24.730433)
"PRESENT",c(-82.796367, 24.7347)
"PRESENT",c(-82.791533, 24.698767)
"PRESENT",c(-82.796333, 24.734817)
"PRESENT",c(-82.78625, 24.693033)
"PRESENT",c(-82.789283, 24.695767)
"PRESENT",c(-82.789083, 24.695967)
"PRESENT",c(-82.791533, 24.699)
"PRESENT",c(-82.786283, 24.693183)
"PRESENT",c(-82.794717, 24.70785)
"PRESENT",c(-82.794517, 24.707783)
"PRESENT",c(-82.7931, 24.7124)
"PRESENT",c(-82.79615, 24.721667)
"PRESENT",c(-82.793, 24.71245)
"PRESENT",c(-82.794333, 24.718)
"PRESENT",c(-82.796083, 24.7215)
"PRESENT",c(-82.792517, 24.724717)
"PRESENT",c(-82.794133, 24.718083)
"PRESENT",c(-82.7938, 24.724817)
"PRESENT",c(-83.07465, 24.663383)
"PRESENT",c(-82.79395, 24.724683)
"PRESENT",c(-83.088817, 24.65645)
"PRESENT",c(-83.0889, 24.656567)
"PRESENT",c(-82.791467, 24.723217)
"PRESENT",c(-82.792567, 24.72485)
"PRESENT",c(-83.088533, 24.660067)
"PRESENT",c(-83.085683, 24.65975)
"PRESENT",c(-83.08835, 24.660133)
"PRESENT",c(-82.7918, 24.723367)
"PRESENT",c(-83.074483, 24.6635)
"PRESENT",c(-83.086083, 24.65955)
"PRESENT",c(-83.050533, 24.680667)
"PRESENT",c(-83.073417, 24.664833)
"PRESENT",c(-83.051683, 24.678167)
"PRESENT",c(-83.050433, 24.680517)
"PRESENT",c(-83.05205, 24.6778)
"PRESENT",c(-83.050367, 24.678583)
"PRESENT",c(-83.073367, 24.664633)
"PRESENT",c(-83.06865, 24.676567)
"PRESENT",c(-83.050117, 24.678367)
"PRESENT",c(-83.068533, 24.676483)
"PRESENT",c(-83.0835, 24.672483)
"PRESENT",c(-83.070383, 24.67475)
"PRESENT",c(-83.0822, 24.672283)
"PRESENT",c(-83.070233, 24.674883)
"PRESENT",c(-83.089683, 24.670383)
"PRESENT",c(-83.082133, 24.672417)
"PRESENT",c(-83.08625, 24.6714)
"PRESENT",c(-83.08665, 24.6714)
"PRESENT",c(-83.092083, 24.6677)
"PRESENT",c(-83.083583, 24.67235)
"PRESENT",c(-83.092, 24.667617)
"PRESENT",c(-83.090017, 24.670317)
"PRESENT",c(-83.101767, 24.65225)
"PRESENT",c(-83.101583, 24.65475)
"PRESENT",c(-83.101883, 24.652167)
"PRESENT",c(-83.10305, 24.6488)
"PRESENT",c(-83.102383, 24.6507)
"PRESENT",c(-83.101517, 24.654817)
"PRESENT",c(-83.103133, 24.648633)
"PRESENT",c(-83.102583, 24.651067)
"PRESENT",c(-83.102067, 24.646983)
"PRESENT",c(-83.067483, 24.614067)
"PRESENT",c(-83.0653, 24.613467)
"PRESENT",c(-83.10185, 24.646933)
"PRESENT",c(-83.067483, 24.614067)
"PRESENT",c(-83.08885, 24.6108)
"PRESENT",c(-83.06525, 24.613517)
"PRESENT",c(-83.088167, 24.612083)
"PRESENT",c(-83.09345, 24.625783)
"PRESENT",c(-83.088933, 24.6116)
"PRESENT",c(-83.067333, 24.614367)
"PRESENT",c(-83.087683, 24.612067)
"PRESENT",c(-83.093183, 24.621367)
"PRESENT",c(-83.076767, 24.645583)
"PRESENT",c(-83.092967, 24.621183)
"PRESENT",c(-83.09325, 24.625767)
"PRESENT",c(-83.079267, 24.640133)
"PRESENT",c(-83.103383, 24.645)
"PRESENT",c(-83.078783, 24.640017)
"PRESENT",c(-83.103033, 24.6412)
"PRESENT",c(-83.07705, 24.645683)
"PRESENT",c(-83.10335, 24.64485)
"PRESENT",c(-83.09935, 24.6203)
"PRESENT",c(-83.103083, 24.6414)
"PRESENT",c(-83.1013, 24.618233)
"PRESENT",c(-83.1015, 24.6384)
"PRESENT",c(-83.099367, 24.61455)
"PRESENT",c(-83.10135, 24.636683)
"PRESENT",c(-83.101467, 24.638533)
"PRESENT",c(-83.1012, 24.633133)
"PRESENT",c(-83.1014, 24.636533)
"PRESENT",c(-83.0973, 24.6149)
"PRESENT",c(-83.08935, 24.602117)
"PRESENT",c(-83.085367, 24.5982)
"PRESENT",c(-83.1014, 24.632867)
"PRESENT",c(-83.1013, 24.62355)
"PRESENT",c(-82.8072, 24.67835)
"PRESENT",c(-83.1013, 24.623833)
"PRESENT",c(-82.80715, 24.678183)
"PRESENT",c(-82.821317, 24.68205)
"PRESENT",c(-83.0993, 24.62045)
"PRESENT",c(-82.806867, 24.679633)
"PRESENT",c(-83.101333, 24.618217)
"PRESENT",c(-83.089517, 24.602133)
"PRESENT",c(-83.099183, 24.614533)
"PRESENT",c(-82.821433, 24.682033)
"PRESENT",c(-82.838917, 24.694617)
"PRESENT",c(-83.097667, 24.6152)
"PRESENT",c(-82.8443, 24.685567)
"PRESENT",c(-82.843567, 24.6835)
"PRESENT",c(-82.8069, 24.679917)
"PRESENT",c(-82.830533, 24.695217)
"PRESENT",c(-83.085483, 24.598217)
"PRESENT",c(-82.823783, 24.683317)
"PRESENT",c(-82.839133, 24.694733)
"PRESENT",c(-82.823483, 24.6834)
"PRESENT",c(-82.830717, 24.6951)
"PRESENT",c(-82.85875, 24.669483)
"PRESENT",c(-82.84425, 24.685767)
"PRESENT",c(-82.843567, 24.6835)
"PRESENT",c(-82.858383, 24.669083)
"PRESENT",c(-82.832867, 24.6986)
"PRESENT",c(-82.873467, 24.66875)
"PRESENT",c(-82.861133, 24.668033)
"PRESENT",c(-82.8611, 24.667917)
"PRESENT",c(-82.87345, 24.669)
"PRESENT",c(-82.875983, 24.670767)
"PRESENT",c(-82.876083, 24.670467)
"PRESENT",c(-82.874933, 24.662883)
"PRESENT",c(-82.87545, 24.663217)
"PRESENT",c(-82.873433, 24.659)
"PRESENT",c(-82.873617, 24.658883)
"PRESENT",c(-82.878567, 24.659533)
"PRESENT",c(-82.878667, 24.659283)
"PRESENT",c(-82.888517, 24.673367)
"PRESENT",c(-82.899, 24.673417)
"PRESENT",c(-82.888633, 24.67335)
"PRESENT",c(-82.898983, 24.6736)
"PRESENT",c(-82.892733, 24.66665)
"PRESENT",c(-82.893317, 24.663333)
"PRESENT",c(-82.899867, 24.667883)
"PRESENT",c(-82.899717, 24.667867)
"PRESENT",c(-82.930117, 24.604733)
"PRESENT",c(-82.892167, 24.66695)
"PRESENT",c(-82.930283, 24.606817)
"PRESENT",c(-82.893533, 24.663467)
"PRESENT",c(-82.930333, 24.606717)
"PRESENT",c(-82.93035, 24.604567)
"PRESENT",c(-82.93665, 24.600317)
"PRESENT",c(-82.9338, 24.603867)
"PRESENT",c(-82.933683, 24.603817)
"PRESENT",c(-82.936983, 24.60025)
"PRESENT",c(-82.943667, 24.6098)
"PRESENT",c(-82.948267, 24.607117)
"PRESENT",c(-82.938233, 24.60315)
"PRESENT",c(-82.948133, 24.607267)
"PRESENT",c(-82.943733, 24.609717)
"PRESENT",c(-82.937983, 24.602983)
"PRESENT",c(-82.928717, 24.613)
"PRESENT",c(-82.934933, 24.6114)
"PRESENT",c(-82.935067, 24.61145)
"PRESENT",c(-83.04635, 24.642267)
"PRESENT",c(-82.931161, 24.615081)
"PRESENT",c(-82.928733, 24.613167)
"PRESENT",c(-83.040533, 24.639833)
"PRESENT",c(-83.045983, 24.639817)
"PRESENT",c(-83.0458, 24.6396)
"PRESENT",c(-82.931161, 24.615081)
"PRESENT",c(-83.0407, 24.6399)
"PRESENT",c(-83.045833, 24.6421)
"PRESENT",c(-83.033217, 24.652467)
"PRESENT",c(-83.021033, 24.636017)
"PRESENT",c(-83.032541, 24.655274)
"PRESENT",c(-83.032541, 24.655274)
"PRESENT",c(-83.0209, 24.639467)
"PRESENT",c(-83.033083, 24.65255)
"PRESENT",c(-83.021067, 24.63605)
"PRESENT",c(-83.01385, 24.640583)
"PRESENT",c(-83.014467, 24.643067)
"PRESENT",c(-83.0209, 24.639467)
"PRESENT",c(-83.01385, 24.640583)
"PRESENT",c(-83.012833, 24.6446)
"PRESENT",c(-83.062933, 24.6784)
"PRESENT",c(-83.06005, 24.67795)
"PRESENT",c(-83.06275, 24.6784)
"PRESENT",c(-83.060033, 24.677483)
"PRESENT",c(-83.014333, 24.64315)
"PRESENT",c(-83.01275, 24.644867)
"PRESENT",c(-83.036967, 24.678983)
"PRESENT",c(-83.037117, 24.6789)
"PRESENT",c(-83.03515, 24.677467)
"PRESENT",c(-83.0333, 24.682883)
"PRESENT",c(-83.0218, 24.678767)
"PRESENT",c(-83.03485, 24.6775)
"PRESENT",c(-83.02305, 24.677083)
"PRESENT",c(-83.02155, 24.678983)
"PRESENT",c(-83.033433, 24.683033)
"PRESENT",c(-83.00775, 24.696317)
"PRESENT",c(-83.009883, 24.699783)
"PRESENT",c(-83.01495, 24.698633)
"PRESENT",c(-83.008017, 24.69655)
"PRESENT",c(-83.023217, 24.676967)
"PRESENT",c(-82.990567, 24.7157)
"PRESENT",c(-83.009667, 24.699967)
"PRESENT",c(-83.0146, 24.698583)
"PRESENT",c(-82.99435, 24.71545)
"PRESENT",c(-82.99455, 24.715433)
"PRESENT",c(-83.027433, 24.705817)
"PRESENT",c(-82.9902, 24.715883)
"PRESENT",c(-83.007433, 24.707767)
"PRESENT",c(-83.022983, 24.713217)
"PRESENT",c(-83.007617, 24.7079)
"PRESENT",c(-83.02705, 24.705867)
"PRESENT",c(-83.02965, 24.70935)
"PRESENT",c(-83.021467, 24.713167)
"PRESENT",c(-83.023017, 24.713333)
"PRESENT",c(-83.029867, 24.709317)
"PRESENT",c(-83.021617, 24.713067)
"PRESENT",c(-83.0255, 24.71435)
"PRESENT",c(-82.845933, 24.6929)
"PRESENT",c(-83.034767, 24.716717)
"PRESENT",c(-83.031317, 24.7169)
"PRESENT",c(-83.034667, 24.716583)
"PRESENT",c(-83.025667, 24.714183)
"PRESENT",c(-83.031617, 24.716733)
"PRESENT",c(-82.848733, 24.6944)
"PRESENT",c(-82.8488, 24.694417)
"PRESENT",c(-82.855717, 24.696233)
"PRESENT",c(-82.85485, 24.697333)
"PRESENT",c(-82.855117, 24.69755)
"PRESENT",c(-82.855533, 24.696217)
"PRESENT",c(-82.870767, 24.69745)
"PRESENT",c(-82.87065, 24.697367)
"PRESENT",c(-82.870767, 24.7034)
"PRESENT",c(-82.864283, 24.69865)
"PRESENT",c(-82.8708, 24.703617)
"PRESENT",c(-82.863317, 24.709183)
"PRESENT",c(-82.871183, 24.701167)
"PRESENT",c(-82.871467, 24.701017)
"PRESENT",c(-82.863417, 24.7095)
"PRESENT",c(-82.863717, 24.707817)
"PRESENT",c(-82.865433, 24.7115)
"PRESENT",c(-82.865333, 24.7114)
"PRESENT",c(-82.8846, 24.7053)
"PRESENT",c(-82.863483, 24.707683)
"PRESENT",c(-82.882083, 24.706717)
"PRESENT",c(-82.884783, 24.705483)
"PRESENT",c(-82.883367, 24.7152)
"PRESENT",c(-82.901317, 24.70955)
"PRESENT",c(-82.88205, 24.706817)
"PRESENT",c(-82.901183, 24.70935)
"PRESENT",c(-82.8561, 24.722433)
"PRESENT",c(-82.8833, 24.715)
"PRESENT",c(-82.849417, 24.722717)
"PRESENT",c(-82.855967, 24.72075)
"PRESENT",c(-82.849583, 24.7228)
"PRESENT",c(-82.86, 24.722383)
"PRESENT",c(-82.856067, 24.722583)
"PRESENT",c(-82.90515, 24.707017)
"PRESENT",c(-82.859817, 24.722467)
"PRESENT",c(-82.848067, 24.72265)
"PRESENT",c(-82.843983, 24.72265)
"PRESENT",c(-82.8394, 24.721217)
"PRESENT",c(-82.847833, 24.7224)
"PRESENT",c(-82.843917, 24.7229)
"PRESENT",c(-82.839483, 24.721367)
"PRESENT",c(-82.89235, 24.684233)
"PRESENT",c(-82.893767, 24.684817)
"PRESENT",c(-82.89355, 24.684833)
"PRESENT",c(-82.905367, 24.689417)
"PRESENT",c(-82.891383, 24.683267)
"PRESENT",c(-82.906017, 24.687767)
"PRESENT",c(-82.905917, 24.6879)
"PRESENT",c(-82.891017, 24.683033)
"PRESENT",c(-82.905483, 24.6891)
"PRESENT",c(-82.904967, 24.70685)
"PRESENT",c(-82.8557, 24.7209)
"PRESENT",c(-82.892117, 24.683983)
"PRESENT",c(-82.912667, 24.693533)
"PRESENT",c(-82.912567, 24.693483)
"PRESENT",c(-82.92625, 24.68975)
"PRESENT",c(-82.926317, 24.689683)
"PRESENT",c(-82.923783, 24.679167)
"PRESENT",c(-82.914483, 24.695183)
"PRESENT",c(-82.914733, 24.695167)
"PRESENT",c(-82.9266, 24.66775)
"PRESENT",c(-82.924767, 24.676383)
"PRESENT",c(-82.92385, 24.679417)
"PRESENT",c(-82.924833, 24.676717)
"PRESENT",c(-82.926167, 24.667467)
"PRESENT",c(-82.92595, 24.669033)
"PRESENT",c(-82.933717, 24.661717)
"PRESENT",c(-82.93335, 24.660083)
"PRESENT",c(-82.93365, 24.6601)
"PRESENT",c(-82.926083, 24.667383)
"PRESENT",c(-82.927017, 24.66725)
"PRESENT",c(-82.927133, 24.667017)
"PRESENT",c(-82.94365, 24.658483)
"PRESENT",c(-82.933533, 24.6618)
"PRESENT",c(-82.94355, 24.658383)
"PRESENT",c(-82.956083, 24.652883)
"PRESENT",c(-82.9699, 24.642467)
"PRESENT",c(-82.947983, 24.658483)
"PRESENT",c(-82.94805, 24.65825)
"PRESENT",c(-82.9562, 24.652783)
"PRESENT",c(-82.96905, 24.642933)
"PRESENT",c(-82.899767, 24.60665)
"PRESENT",c(-82.897783, 24.606033)
"PRESENT",c(-82.897867, 24.604033)
"PRESENT",c(-82.897717, 24.606183)
"PRESENT",c(-82.970083, 24.642333)
"PRESENT",c(-82.969117, 24.642867)
"PRESENT",c(-82.897583, 24.603967)
"PRESENT",c(-82.89625, 24.60345)
"PRESENT",c(-82.902283, 24.59955)
"PRESENT",c(-82.896517, 24.603417)
"PRESENT",c(-82.904617, 24.597233)
"PRESENT",c(-82.9024, 24.5998)
"PRESENT",c(-82.904667, 24.59695)
"PRESENT",c(-82.913667, 24.595417)
"PRESENT",c(-82.905483, 24.58985)
"PRESENT",c(-82.909333, 24.5887)
"PRESENT",c(-82.909367, 24.588767)
"PRESENT",c(-82.9054, 24.589967)
"PRESENT",c(-82.8935, 24.589983)
"PRESENT",c(-82.913317, 24.595233)
"PRESENT",c(-82.893417, 24.590233)
"PRESENT",c(-82.891017, 24.589967)
"PRESENT",c(-82.877383, 24.59175)
"PRESENT",c(-82.890967, 24.589817)
"PRESENT",c(-82.877433, 24.591967)
"PRESENT",c(-82.8736, 24.5919)
"PRESENT",c(-82.8737, 24.59965)
"PRESENT",c(-82.8735, 24.591867)
"PRESENT",c(-82.869833, 24.5975)
"PRESENT",c(-82.872567, 24.600433)
"PRESENT",c(-82.872117, 24.606567)
"PRESENT",c(-82.872133, 24.606467)
"PRESENT",c(-82.87345, 24.599367)
"PRESENT",c(-82.8728, 24.605433)
"PRESENT",c(-82.874117, 24.604567)
"PRESENT",c(-82.872817, 24.600433)
"PRESENT",c(-82.869967, 24.597617)
"PRESENT",c(-82.871517, 24.608967)
"PRESENT",c(-82.871483, 24.609083)
"PRESENT",c(-82.863, 24.6195)
"PRESENT",c(-82.872867, 24.605633)
"PRESENT",c(-82.8718, 24.609283)
"PRESENT",c(-82.874083, 24.604317)
"PRESENT",c(-82.8701, 24.611967)
"PRESENT",c(-82.872067, 24.60985)
"PRESENT",c(-82.818367, 24.631867)
"PRESENT",c(-82.86315, 24.6196)
"PRESENT",c(-82.818183, 24.632017)
"PRESENT",c(-82.870183, 24.612133)
"PRESENT",c(-82.82325, 24.634383)
"PRESENT",c(-82.824117, 24.6324)
"PRESENT",c(-82.8687, 24.61755)
"PRESENT",c(-82.822733, 24.634383)
